Prompt;Mixtral
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
On a usual day, refueling takes between 0.08 and 0.2 hours.
";" # It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
def r5(km: float) -> bool:
return 20 <= km <= 110

# In a typical day, a vehicle's total operational time ranges from 2 to 10 hours.
def r6(hours: float) -> bool:
return 2 <= hours <= 10

# It is rare for a vehicle to idle for less than 1 hour or more than 5 hours in a day.
def r7(idle_hours: float) -> bool:
return 1 <= idle_hours <= 5

# On a usual day, refueling takes between 0.08 and 0.2 hours.
def r8(refuel_hours: float) -> bool:
return 0.08 <= refuel_hours <= 0.2"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: Each typical day, a vehicle stops between 20 and 300 times.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
In a typical day, a vehicle performs 50 to 300 lifter cycles.
";" # Each typical day, a vehicle stops between 20 and 300 times.
def r5(s: int) -> bool:
return 20 <= s <= 300

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r6(speed: float) -> bool:
return 0 <= speed <= 80

# It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
def r7(axle_weight: int) -> bool:
return 4500 <= axle_weight <= 7500

# In a typical day, a vehicle performs 50 to 300 lifter cycles.
def r8(cycles: int) -> bool:
return 50 <= cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: Typically, a vehicle idles for 1 to 5 hours daily.
It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
Each day, axle 3 carries between 4500 and 7500 kg of load.
";" # Typically, a vehicle idles for 1 to 5 hours daily.
def r5(hours: float) -> bool:
return 1 <= hours <= 5

# It is not common for a vehicle to drive for less than 1 hour or more than 5 hours in a day.
def r6(hours: float) -> bool:
return not (hours < 1 or hours > 5)

# In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
def r7(rpm: float) -> bool:
return 550 <= rpm <= 1600

# Each day, axle 3 carries between 4500 and 7500 kg of load.
def r8(load: float) -> bool:
return 4500 <= load <= 7500"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";" # It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
def r5(axle1: float) -> bool:
return 2000 <= axle1 <= 8000

# Each day, axle 2 carries between 7000 and 11500 kg of load.
def r6(axle2: float) -> bool:
return 7000 <= axle2 <= 11500

# A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
def r7(fuel: float) -> bool:
return 10 <= fuel <= 100

# On a normal day, a vehicle completes 50 to 300 lifter cycles.
def r8(cycles: int) -> bool:
return 50 <= cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: During a normal day, a vehicle is driven for 1 to 5 hours.
Normally, a vehicle makes 20 to 300 stops in a day.
On a normal day, a vehicle performs 50 to 300 compaction cycles.
On a usual day, refueling takes between 0.08 and 0.2 hours.
";" # During a normal day, a vehicle is driven for 1 to 5 hours.
def r5(hours: float) -> bool:
return 1 <= hours <= 5

# Normally, a vehicle makes 20 to 300 stops in a day.
def r6(stops: int) -> bool:
return 20 <= stops <= 300

# On a normal day, a vehicle performs 50 to 300 compaction cycles.
def r7(compactions: int) -> bool:
return 50 <= compactions <= 300

# On a usual day, refueling takes between 0.08 and 0.2 hours.
def r8(refueling: float) -> bool:
return 0.08 <= refueling <= 0.2"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: In a typical day, a vehicle travels between 20 and 110 km.
Normally, a vehicle makes 20 to 300 stops in a day.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
";" # In a typical day, a vehicle travels between 20 and 110 km.
def r5(km: float) -> bool:
return 20 <= km <= 110

# Normally, a vehicle makes 20 to 300 stops in a day.
def r6(stops: int) -> bool:
return 20 <= stops <= 300

# On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
def r7(load: int) -> bool:
return 4500 <= load <= 7500

# Refueling a vehicle takes 0.08 to 0.2 hours in a typical day.
def r8(hours: float) -> bool:
return 0.08 <= hours <= 0.2"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
";" # It is not typical for the PTO to be engaged for under 0.2 hours or over 5 hours in a day.
def r5(pto: float) -> bool:
return 0.2 <= pto <= 5

# Each day, axle 2 carries between 7000 and 11500 kg of load.
def r6(axle2\_load: int) -> bool:
return 7000 <= axle2\_load <= 11500

# On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
def r7(axle3\_load: int) -> bool:
return 4500 <= axle3\_load <= 7500

# A vehicle's payload varies from 0 to 11000 kg in a typical day.
def r8(payload: int) -> bool:
return 0 <= payload <= 11000"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
";" # It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
def r5(hours: float) -> bool:
return 1 <= hours <= 5

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r6(speed: float) -> bool:
return 0 <= speed <= 80

# It is infrequent for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
def r7(axle_weight: float) -> bool:
return 4500 <= axle_weight <= 7500

# In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
def r8(payload: float) -> bool:
return 0 <= payload <= 11000"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: A vehicle typically operates for 2 to 10 hours each day.
A vehicle spends 1 to 5 hours driving each typical day.
It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.
In a typical day, a vehicle completes 50 to 300 compaction cycles.
";" # A vehicle typically operates for 2 to 10 hours each day.
def r5(hours: float) -> bool:
return 2 <= hours <= 10

# A vehicle spends 1 to 5 hours driving each typical day.
def r6(driving_hours: float) -> bool:
return 1 <= driving_hours <= 5

# It is not typical for a vehicle to have a payload outside the range of 0 to 11000 kg in a day.
def r7(payload: float) -> bool:
return 0 <= payload <= 11000

# In a typical day, a vehicle completes 50 to 300 compaction cycles.
def r8(cycles: int) -> bool:
return 50 <= cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5


        
Input text:
Textual context: During a typical day, a vehicle covers a distance of 20 to 110 km.
Each day, axle 2 carries between 7000 and 11500 kg of load.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";" # During a typical day, a vehicle covers a distance of 20 to 110 km.
def r5(distance: float) -> bool:
 return 20 <= distance <= 110

# Each day, axle 2 carries between 7000 and 11500 kg of load.
def r6(load: float) -> bool:
 return 7000 <= load <= 11500

# It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r7(fuel: float) -> bool:
 return 10 <= fuel <= 100

# It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
def r8(refuel_time: float) -> bool:
 return 0.08 <= refuel_time <= 0.2"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5


        
Input text:
Textual context: A vehicle spends 1 to 5 hours driving each typical day.
Each typical day, a vehicle stops between 20 and 300 times.
It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
In a typical day, a vehicle completes 50 to 300 lifter cycles.
";" # Each typical day, a vehicle spends 1 to 5 hours driving.
def r1(hours: float) -> bool:
return 1 <= hours <= 5

# Each typical day, a vehicle stops between 20 and 300 times.
def r2(stops: int) -> bool:
return 20 <= stops <= 300

# It is infrequent for a vehicle's engine speed to fall outside the range of 550 to 1600 rpm in a day.
def r3(rpm: float) -> bool:
return 550 <= rpm <= 1600

# In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
def r4(axle\_load: float) -> bool:
return 2000 <= axle\_load <= 8000

# In a typical day, a vehicle completes 50 to 300 lifter cycles.
def r5(cycles: int) -> bool:
return 50 <= cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5


        
Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
In a typical day, a vehicle completes 50 to 300 lifter cycles.
It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
";" # On a usual day, a vehicle travels between 20 and 110 km.
def r1(km: float) -> bool:
return 20 <= km <= 110

# It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
def r2(axle2: float) -> bool:
return 7000 <= axle2 <= 11500

# On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
def r3(axle3: float) -> bool:
return 4500 <= axle3 <= 7500

# In a typical day, a vehicle completes 50 to 300 lifter cycles.
def r4(lifter_cycles: int) -> bool:
return 50 <= lifter_cycles <= 300

# It is not typical for a vehicle to refuel in less than 0.08 hours or more than 0.2 hours in a day.
def r5(refuel_time: float) -> bool:
return 0.08 <= refuel_time <= 0.2"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5


        
Input text:
Textual context: It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
";" # It is unusual for the PTO to be engaged for less than 0.2 hours or more than 5 hours in a day.
def r6(pto: float) -> bool:
return 0.2 <= pto <= 5

# It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
def r7(stops: int) -> bool:
return 20 <= stops <= 300

# In a typical day, a vehicle's axle 1 load is between 2000 and 8000 kg.
def r8(axle1: int) -> bool:
return 2000 <= axle1 <= 8000

# In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
def r9(axle3: int) -> bool:
return 4500 <= axle3 <= 7500

# Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
def r10(fuel: int) -> bool:
return 10 <= fuel <= 100"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5


        
Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
Each day, axle 1 carries between 2000 and 8000 kg of load.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
In a typical day, a vehicle completes 50 to 300 compaction cycles.
It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";" # A vehicle's operational hours range from 2 to 10 in a typical day.
def r1(hours: int) -> bool:
return 2 <= hours <= 10

# Each day, axle 1 carries between 2000 and 8000 kg of load.
def r2(axle\_load: int) -> bool:
return 2000 <= axle\_load <= 8000

# In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
def r3(payload: int) -> bool:
return 0 <= payload <= 11000

# In a typical day, a vehicle completes 50 to 300 compaction cycles.
def r4(compaction\_cycles: int) -> bool:
return 50 <= compaction\_cycles <= 300

# It is unlikely for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
def r5(lifter\_cycles: int) -> bool:
return 50 <= lifter\_cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5


        
Input text:
Textual context: On a normal day, the PTO operates for 0.2 to 5 hours.
It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
Each day, axle 1 carries between 2000 and 8000 kg of load.
It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";" # On a normal day, the PTO operates for 0.2 to 5 hours.
def r6(pto: float) -> bool:
return 0.2 <= pto <= 5

# It is infrequent for a vehicle to make fewer than 20 stops or exceed 300 stops in a day.
def r7(stops: int) -> bool:
return 20 <= stops <= 300

# A vehicle making fewer than 20 stops with PTO engaged or more than 250 stops in a day is uncommon.
def r8(pto: int, stops: int) -> bool:
return (pto >= 20 and stops >= 20) or (stops <= 250)

# Each day, axle 1 carries between 2000 and 8000 kg of load.
def r9(load: int) -> bool:
return 2000 <= load <= 8000

# It is not common for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
def r10(cycles: int) -> bool:
return 50 <= cycles <= 300"
