Prompt;Llama-70
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
The total operation durationmust not be lower than the driving time.
Payload must remain below or equal to the load carried by axle 2.
Total operation time should be at least the sum of PTO, idle, and driving times.
";"

# Total operation time shouldn’t be lower than PTO operation time.
def r1(total_operation_time: float, pto_operation_time: float) -> bool:
    if total_operation_time >= pto_operation_time:
        return True
    else:
        return False

# The total operation duration must not be lower than the driving time.
def r2(total_operation_time: float, driving_time: float) -> bool:
    if total_operation_time >= driving_time:
        return True
    else:
        return False

# Payload must remain below or equal to the load carried by axle 2.
def r3(payload: float, axle2_load: float) -> bool:
    if payload <= axle2_load:
        return True
    else:
        return False

# Total operation time should be at least the sum of PTO, idle, and driving times.
def r4(total_operation_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_operation_time >= pto_time + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: Idle time must always be less than or equal to the total operation time.
Driving time must always be less than or equal to the total operation time.
Stops with PTO engaged should never outnumber total stops.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.
";"

# Idle time must always be less than or equal to the total operation time.
def r1(idle_time: float, total_operation_time: float) -> bool:
    if idle_time <= total_operation_time:
        return True
    else:
        return False

# Driving time must always be less than or equal to the total operation time.
def r2(driving_time: float, total_operation_time: float) -> bool:
    if driving_time <= total_operation_time:
        return True
    else:
        return False

# Stops with PTO engaged should never outnumber total stops.
def r3(pto_stops: int, total_stops: int) -> bool:
    if pto_stops <= total_stops:
        return True
    else:
        return False

# The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.
def r4(total_operation_time: float, pto_operation: float, idle_time: float, driving_time: float) -> bool:
    if total_operation_time >= pto_operation + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: PTO-engaged stops cannot exceed the total number of stops.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
The payload must not exceed the load carried by axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.
";"

# PTO-engaged stops cannot exceed the total number of stops.
def r1(pto_stops: int, total_stops: int) -> bool:
    if pto_stops <= total_stops:
        return True
    else:
        return False

# The load carried by axle 1 must be smaller than or equal to the load on axle 3.
def r2(axle1_load: float, axle3_load: float) -> bool:
    if axle1_load <= axle3_load:
        return True
    else:
        return False

# The payload must not exceed the load carried by axle 3.
def r3(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False

# Total operation time should be at least the sum of PTO, idle, and driving times.
def r4(total_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_time >= pto_time + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: When the vehicle travels 20 km or more, the average fuel consumption per distance is at least 40 dm³/100 km.
Payload must remain below or equal to the load carried by axle 2.
Payload must remain below or equal to the load carried by axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.
";"

# When the vehicle travels 20 km or more, the average fuel consumption per distance is at least 40 dm³/100 km.
def r1(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption >= 40:
        return True
    else:
        return False

# Payload must remain below or equal to the load carried by axle 2.
def r2(payload: float, axle2_load: float) -> bool:
    if payload <= axle2_load:
        return True
    else:
        return False

# Payload must remain below or equal to the load carried by axle 3.
def r3(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False

# Total operation time should be at least the sum of PTO, idle, and driving times.
def r4(total_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_time >= pto_time + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: When the vehicle has traveled a minimum of 20 km, the lowest average hourly fuel consumption is 5 dm³/h.
Axle 1's load cannot exceed Axle 2's load.
Payload must remain below or equal to the load carried by axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.
";"

# When the vehicle has traveled a minimum of 20 km, the lowest average hourly fuel consumption is 5 dm³/h.
def r1(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption >= 5:
        return True
    else:
        return False

# Axle 1's load cannot exceed Axle 2's load.
def r2(axle1_load: float, axle2_load: float) -> bool:
    if axle1_load <= axle2_load:
        return True
    else:
        return False

# Payload must remain below or equal to the load carried by axle 3.
def r3(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False

# The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.
def r4(total_operation_duration: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_operation_duration >= pto_time + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: The total operation duration must not be lower than the idle time.
Total operation time should shouldn’t be lower than driving time.
Stops with PTO engaged cannot outnumber the total stops.
Axle 2's load must always be equal to or greater than the payload.
";"

Here is the Python3 code translation:

# The total operation duration must not be lower than the idle time.
def r1(total_operation_duration: float, idle_time: float) -> bool:
    if total_operation_duration >= idle_time:
        return True
    else:
        return False

# Total operation time should not be lower than driving time.
def r2(total_operation_time: float, driving_time: float) -> bool:
    if total_operation_time >= driving_time:
        return True
    else:
        return False

# Stops with PTO engaged cannot outnumber the total stops.
def r3(stops_pto_engaged: int, total_stops: int) -> bool:
    if stops_pto_engaged <= total_stops:
        return True
    else:
        return False

# Axle 2's load must always be equal to or greater than the payload.
def r4(axle2_load: float, payload: float) -> bool:
    if axle2_load >= payload:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: For trips of at least 20 km, the minimum fuel consumption rate per 100 km is 40 dm³/100 km.
Driving time should be less than or equal to the total operation time.
Stops with PTO engaged cannot outnumber the total stops.
The payload must always be smaller than or equal to the load on axle 3.
";"

# For trips of at least 20 km, the minimum fuel consumption rate per 100 km is 40 dm³/100 km.
def r1(distance: float, fuel_rate: float) -> bool:
    if distance >= 20 and fuel_rate >= 40:
        return True
    else:
        return False

# Driving time should be less than or equal to the total operation time.
def r2(driving_time: float, operation_time: float) -> bool:
    if driving_time <= operation_time:
        return True
    else:
        return False

# Stops with PTO engaged cannot outnumber the total stops.
def r3(pto_stops: int, total_stops: int) -> bool:
    if pto_stops <= total_stops:
        return True
    else:
        return False

# The payload must always be smaller than or equal to the load on axle 3.
def r4(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: Idle time cannot be greater than the total operation time.
The total stop count must not be lower than the count of stops where PTO is engaged.
Payload must remain below or equal to the load carried by axle 3.
The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.
";"

# Idle time cannot be greater than the total operation time.
def r1(idle_time: float, total_operation_time: float) -> bool:
    if idle_time <= total_operation_time:
        return True
    else:
        return False

# The total stop count must not be lower than the count of stops where PTO is engaged.
def r2(total_stop_count: int, pto_stop_count: int) -> bool:
    if total_stop_count >= pto_stop_count:
        return True
    else:
        return False

# Payload must remain below or equal to the load carried by axle 3.
def r3(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False

# The total operation duration must always be greater than or equal to the combined time for PTO, idle, and driving.
def r4(total_operation_duration: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_operation_duration >= pto_time + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: PTO operation time cannot be greater than the total operation time.
Axle 2's load must always be equal to or greater than the payload.
The payload must not exceed the load carried by axle 3.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.
";"

# PTO operation time cannot be greater than the total operation time.
def r1(pto_time: float, total_time: float) -> bool:
    if pto_time <= total_time:
        return True
    else:
        return False

# Axle 2's load must always be equal to or greater than the payload.
def r2(axle2_load: float, payload: float) -> bool:
    if axle2_load >= payload:
        return True
    else:
        return False

# The payload must not exceed the load carried by axle 3.
def r3(payload: float, axle3_load: float) -> bool:
    if payload <= axle3_load:
        return True
    else:
        return False

# The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.
def r4(total_time: float, pto_time: float, idle_time: float, driving_time: float) -> bool:
    if total_time >= pto_time + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: When the vehicle has traveled a minimum of 20 km, the lowest average hourly fuel consumption is 5 dm³/h.
Total operation time shouldn’t be lower than idle time.
The total operation durationmust not be lower than the driving time.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.
";"

# When the vehicle has traveled a minimum of 20 km, the lowest average hourly fuel consumption is 5 dm³/h.
def r1(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption >= 5:
        return True
    else:
        return False

# Total operation time shouldn’t be lower than idle time.
def r2(total_operation_time: float, idle_time: float) -> bool:
    if total_operation_time >= idle_time:
        return True
    else:
        return False

# The total operation duration must not be lower than the driving time.
def r3(total_operation_time: float, driving_time: float) -> bool:
    if total_operation_time >= driving_time:
        return True
    else:
        return False

# The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.
def r4(total_operation_time: float, pto_operation: float, idle_time: float, driving_time: float) -> bool:
    if total_operation_time >= pto_operation + idle_time + driving_time:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: The vehicle’s average hourly fuel consumption cannot be less than 5 dm³/h, provided that it traveled at least 20 km.
The vehicle's minimum average fuel consumption per 100 km, if it travels 20 km or more, is 40 dm³/100 km.
The total stop count must not be lower than the count of stops where PTO is engaged.
The load on axle 1 must not surpass the load on axle 2.
";"

# The vehicle’s average hourly fuel consumption cannot be less than 5 dm³/h, provided that it traveled at least 20 km.
def r1(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption >= 5:
        return True
    else:
        return False

# The vehicle's minimum average fuel consumption per 100 km, if it travels 20 km or more, is 40 dm³/100 km.
def r2(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption / distance * 100 >= 40:
        return True
    else:
        return False

# The total stop count must not be lower than the count of stops where PTO is engaged.
def r3(total_stops: int, pto_stops: int) -> bool:
    if total_stops >= pto_stops:
        return True
    else:
        return False

# The load on axle 1 must not surpass the load on axle 2.
def r4(axle1_load: float, axle2_load: float) -> bool:
    if axle1_load <= axle2_load:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: The minimum average fuel consumption per distance, given that the vehicle has traveled at least 20 km, is 40 dm³/100 km.
The total operation duration must not be lower than the PTO operation time.
Stops with PTO engaged cannot outnumber the total stops.
The load carried by axle 1 must be smaller than or equal to the load on axle 3.
";"

# The minimum average fuel consumption per distance, given that the vehicle has traveled at least 20 km, is 40 dm³/100 km.
def r1(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption / distance * 100 >= 40:
        return True
    else:
        return False

# The total operation duration must not be lower than the PTO operation time.
def r2(total_operation_duration: float, pto_operation_time: float) -> bool:
    if total_operation_duration >= pto_operation_time:
        return True
    else:
        return False

# Stops with PTO engaged cannot outnumber the total stops.
def r3(stops_pto_engaged: int, total_stops: int) -> bool:
    if stops_pto_engaged <= total_stops:
        return True
    else:
        return False

# The load carried by axle 1 must be smaller than or equal to the load on axle 3.
def r4(load_axle1: float, load_axle3: float) -> bool:
    if load_axle1 <= load_axle3:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: Total operation time shouldn’t be lower than PTO operation time.
Idle time cannot be greater than the total operation time.
Stops with PTO engaged cannot outnumber the total stops.
The load on axle 1 must not surpass the load on axle 3.
";"

# Total operation time shouldn’t be lower than PTO operation time.
def r1(total_operation_time: float, pto_operation_time: float) -> bool:
    if total_operation_time >= pto_operation_time:
        return True
    else:
        return False

# Idle time cannot be greater than the total operation time.
def r2(idle_time: float, total_operation_time: float) -> bool:
    if idle_time <= total_operation_time:
        return True
    else:
        return False

# Stops with PTO engaged cannot outnumber the total stops.
def r3(stops_pto_engaged: int, total_stops: int) -> bool:
    if stops_pto_engaged <= total_stops:
        return True
    else:
        return False

# The load on axle 1 must not surpass the load on axle 3.
def r4(load_axle1: float, load_axle3: float) -> bool:
    if load_axle1 <= load_axle3:
        return True
    else:
        return False"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
Parameter E's value cannot be less than parameter F's value.
Parameter G's value cannot be less than parameter H's value.

        Example Python3 code:
        # If the parameter A's value is at least 20, the lowest possible value of parameter B is 5.
def r1(a: float, b: float) -> bool:
    if b / a >= 0.25:
        return True
    else:
        return False

# If the parameter C's value is at least 20, the lowest possible value of parameter D is 40.
def r2(c: float, d: float) -> bool:
    if d / c >= 2:
        return True
    else:
        return False

# Parameter E's value cannot be less than parameter F's value.
def r3(e: float, f: float) -> bool:
    if e >= f:
        return True
    else:
        return False

# Parameter G's value cannot be less than parameter H's value.
def r4(g: float, h: float) -> bool:
    if g >= h:
        return True
    else:
        return False


        
Input text:
Textual context: If the vehicle covers a distance of no less than 20 km, its hourly fuel consumption cannot drop below 5 dm³/h.
Stops with PTO engaged should never outnumber total stops.
The weight on axle 1 cannot surpass the weight on axle 2.
The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.
";"

# If the vehicle covers a distance of no less than 20 km, its hourly fuel consumption cannot drop below 5 dm³/h.
def r1(distance: float, fuel_consumption: float) -> bool:
    if distance >= 20 and fuel_consumption >= 5:
        return True
    else:
        return False

# Stops with PTO engaged should never outnumber total stops.
def r2(pto_stops: int, total_stops: int) -> bool:
    if pto_stops <= total_stops:
        return True
    else:
        return False

# The weight on axle 1 cannot surpass the weight on axle 2.
def r3(axle1_weight: float, axle2_weight: float) -> bool:
    if axle1_weight <= axle2_weight:
        return True
    else:
        return False

# The combined time for PTO operation, idle time, and driving time must not surpass the total operation time.
def r4(pto_time: float, idle_time: float, driving_time: float, total_operation_time: float) -> bool:
    if pto_time + idle_time + driving_time <= total_operation_time:
        return True
    else:
        return False"
