Prompt;Codestral
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
In a typical day, a vehicle performs 50 to 300 compaction cycles.
";" # It is infrequent for a vehicle to operate for fewer than 2 hours or more than 10 hours in a typical day.
def r1(hours: float) -> bool:
    return 2 <= hours <= 10

# It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# It is not typical for a vehicle to make fewer than 20 stops with the PTO engaged or exceed 250 stops in a day.
def r3(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# In a typical day, a vehicle's engine speed is between 550 and 1600 rpm.
def r4(engine_speed: int) -> bool:
    return 550 <= engine_speed <= 1600

# It is unlikely for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
def r5(axle1_weight: int) -> bool:
    return 2000 <= axle1_weight <= 8000

# In a typical day, a vehicle performs 50 to 300 compaction cycles.
def r6(compaction_cycles: int) -> bool:
    return 50 <= compaction_cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
On a normal day, the PTO operates for 0.2 to 5 hours.
During a normal day, a vehicle is driven for 1 to 5 hours.
Each typical day, a vehicle stops between 20 and 300 times.
Each day, axle 1 carries between 2000 and 8000 kg of load.
Each day, axle 3 carries between 4500 and 7500 kg of load.
";" # It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# On a normal day, the PTO operates for 0.2 to 5 hours.
def r2(pto_hours: float) -> bool:
    return 0.2 <= pto_hours <= 5

# During a normal day, a vehicle is driven for 1 to 5 hours.
def r3(drive_hours: float) -> bool:
    return 1 <= drive_hours <= 5

# Each typical day, a vehicle stops between 20 and 300 times.
def r4(stops: int) -> bool:
    return 20 <= stops <= 300

# Each day, axle 1 carries between 2000 and 8000 kg of load.
def r5(axle1_load: float) -> bool:
    return 2000 <= axle1_load <= 8000

# Each day, axle 3 carries between 4500 and 7500 kg of load.
def r6(axle3_load: float) -> bool:
    return 4500 <= axle3_load <= 7500"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: A vehicle typically operates for 2 to 10 hours each day.
Normally, a vehicle makes 20 to 300 stops in a day.
Each day, axle 1 carries between 2000 and 8000 kg of load.
On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";" # A vehicle typically operates for 2 to 10 hours each day.
def r1(hours: float) -> bool:
    return 2 <= hours <= 10

# Normally, a vehicle makes 20 to 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# Each day, axle 1 carries between 2000 to 8000 kg of load.
def r3(load_axle1: float) -> bool:
    return 2000 <= load_axle1 <= 8000

# On a typical day, the load on axle 2 ranges from 7000 to 11500 kg.
def r4(load_axle2: float) -> bool:
    return 7000 <= load_axle2 <= 11500

# In a typical day, a vehicle's payload ranges from 0 to 11000 kg.
def r5(payload: float) -> bool:
    return 0 <= payload <= 11000

# It is unusual for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r6(fuel: float) -> bool:
    return 10 <= fuel <= 100"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
Each day, axle 1 carries between 2000 and 8000 kg of load.
It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
";" # It is rare for a vehicle to cover less than 20 km or more than 110 km in a usual day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
def r2(stops: int) -> bool:
    return 20 <= stops <= 300

# It is rare for a vehicle to operate outside the speed range of 0 to 80 km/h in a typical day.
def r3(speed: float) -> bool:
    return 0 <= speed <= 80

# Each day, axle 1 carries between 2000 and 8000 kg of load.
def r4(load_axle1: float) -> bool:
    return 2000 <= load_axle1 <= 8000

# It is rare for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
def r5(load_axle2: float) -> bool:
    return 7000 <= load_axle2 <= 11500

# Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
def r6(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: A vehicle typically operates for 2 to 10 hours each day.
In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
In a typical day, a vehicle makes 20 to 300 stops.
Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
Each day, axle 3 carries between 4500 and 7500 kg of load.
In a typical day, a vehicle completes 50 to 300 lifter cycles.
";" # A vehicle typically operates for 2 to 10 hours each day.
def r1(hours: float) -> bool:
    return 2 <= hours <= 10

# In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
def r2(pto_hours: float) -> bool:
    return 0.2 <= pto_hours <= 5

# In a typical day, a vehicle makes 20 to 300 stops.
def r3(stops: int) -> bool:
    return 20 <= stops <= 300

# Usually, a vehicle makes 20 to 250 stops with the PTO engaged per day.
def r4(pto_stops: int) -> bool:
    return 20 <= pto_stops <= 250

# Each day, axle 3 carries between 4500 and 7500 kg of load.
def r5(load: float) -> bool:
    return 4500 <= load <= 7500

# In a typical day, a vehicle completes 50 to 300 lifter cycles.
def r6(cycles: int) -> bool:
    return 50 <= cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: It is unlikely for a vehicle to make fewer than 20 stops or more than 300 stops in a day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
It is not common for axle 1 to carry less than 2000 kg or more than 8000 kg in a day.
It is uncommon for axle 3 to carry less than 4500 kg or more than 7500 kg in a day.
On a usual day, a vehicle's payload ranges from 0 to 11000 kg.
It is uncommon for a vehicle to perform fewer than 50 or more than 300 compaction cycles in a day.
";" # A vehicle makes between 20 and 300 stops in a day.
def r1(stops: int) -> bool:
    return 20 <= stops <= 300

# A vehicle's speed ranges from 0 to 80 km/h in a typical day.
def r2(speed: float) -> bool:
    return 0 <= speed <= 80

# Axle 1 carries between 2000 kg and 8000 kg in a day.
def r3(axle1_weight: float) -> bool:
    return 2000 <= axle1_weight <= 8000

# Axle 3 carries between 4500 kg and 7500 kg in a day.
def r4(axle3_weight: float) -> bool:
    return 4500 <= axle3_weight <= 7500

# A vehicle's payload ranges from 0 to 11000 kg in a typical day.
def r5(payload: float) -> bool:
    return 0 <= payload <= 11000

# A vehicle performs between 50 and 300 compaction cycles in a day.
def r6(compaction_cycles: int) -> bool:
    return 50 <= compaction_cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: In a typical day, a vehicle's PTO is engaged for 0.2 to 5 hours.
In a typical day, a vehicle spends 1 to 5 hours driving.
It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
Each day, axle 2 carries between 7000 and 11500 kg of load.
Each day, axle 3 carries between 4500 and 7500 kg of load.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
";" # A vehicle's PTO is engaged for 0.2 to 5 hours in a typical day.
def r1(pto: float) -> bool:
    return 0.2 <= pto <= 5

# A vehicle spends 1 to 5 hours driving in a typical day.
def r2(driving_hours: float) -> bool:
    return 1 <= driving_hours <= 5

# It is uncommon for a vehicle's engine speed to be outside the range of 550 to 1600 rpm in a day.
def r3(engine_speed: float) -> bool:
    return 550 <= engine_speed <= 1600

# Each day, axle 2 carries between 7000 and 11500 kg of load.
def r4(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500

# Each day, axle 3 carries between 4500 and 7500 kg of load.
def r5(axle3_load: float) -> bool:
    return 4500 <= axle3_load <= 7500

# It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
def r6(lifter_cycles: float) -> bool:
    return 50 <= lifter_cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
Normally, a vehicle makes 20 to 300 stops in a day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
";" Python3 code:

# A vehicle's operational hours range from 2 to 10 in a typical day.
def r1(operational_hours: float) -> bool:
    return 2 <= operational_hours <= 10

# A vehicle's PTO operates for 0.2 to 5 hours in a typical day.
def r2(pto_hours: float) -> bool:
    return 0.2 <= pto_hours <= 5

# A vehicle idling for less than 1 hour or more than 5 hours in a day is not common.
def r3(idling_hours: float) -> bool:
    return 1 <= idling_hours <= 5

# Normally, a vehicle makes 20 to 300 stops in a day.
def r4(stops: int) -> bool:
    return 20 <= stops <= 300

# In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
def r5(speed: float) -> bool:
    return 0 <= speed <= 80

# It is rare for a vehicle to consume less than 10 dm³ or more than 100 dm³ of fuel in a day.
def r6(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: A vehicle's operational hours range from 2 to 10 in a typical day.
It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
On a normal day, a vehicle completes 50 to 300 lifter cycles.
";" # A vehicle's operational hours range from 2 to 10 in a typical day.
def r1(hours: float) -> bool:
    return 2 <= hours <= 10

# It is uncommon for a vehicle to spend less than 1 hour or more than 5 hours driving in a day.
def r2(driving_hours: float) -> bool:
    return 1 <= driving_hours <= 5

# It is unusual for axle 2 to carry less than 7000 kg or more than 11500 kg in a day.
def r3(axle2_load: float) -> bool:
    return 7000 <= axle2_load <= 11500

# In a typical day, a vehicle's axle 3 load is between 4500 and 7500 kg.
def r4(axle3_load: float) -> bool:
    return 4500 <= axle3_load <= 7500

# Typically, a vehicle consumes 10 to 100 dm³ of fuel in a day.
def r5(fuel_consumption: float) -> bool:
    return 10 <= fuel_consumption <= 100

# On a normal day, a vehicle completes 50 to 300 lifter cycles.
def r6(lifter_cycles: float) -> bool:
    return 50 <= lifter_cycles <= 300"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: On a usual day, a vehicle travels between 20 and 110 km.
A vehicle typically operates for 2 to 10 hours each day.
Typically, a vehicle idles for 1 to 5 hours daily.
Each typical day, a vehicle stops between 20 and 300 times.
On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
A vehicle's payload varies from 0 to 11000 kg in a typical day.
";" # On a usual day, a vehicle travels between 20 and 110 km.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# A vehicle typically operates for 2 to 10 hours each day.
def r2(operating_hours: float) -> bool:
    return 2 <= operating_hours <= 10

# Typically, a vehicle idles for 1 to 5 hours daily.
def r3(idling_hours: float) -> bool:
    return 1 <= idling_hours <= 5

# Each typical day, a vehicle stops between 20 and 300 times.
def r4(stops: int) -> bool:
    return 20 <= stops <= 300

# On a typical day, the load on axle 3 ranges from 4500 to 7500 kg.
def r5(axle3_load: float) -> bool:
    return 4500 <= axle3_load <= 7500

# A vehicle's payload varies from 0 to 11000 kg in a typical day.
def r6(payload: float) -> bool:
    return 0 <= payload <= 11000"
"System Message:
        You are a logician with a background in mathematics that translates natural language
        reasoning text to Python3 code so that these natural language reasoning problems can be solved.
        During the translation, please pay close attention to defining variables and rules.
        Do not add any comments from you.
        Be guided by the following example:
        Example input text:
        Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.
A vehicle remains D param between 1 and 5 in a typical day.
A vehicle spends E param between 1 and 5 in a typical day.
A vehicle makes between 20 and 300 F param in a typical day.

        Example Python3 code:
        # A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5

# A vehicle remains D param between 1 and 5 in a typical day.
def r4(d: float) -> bool:
    return 1 <= d <= 5

# A vehicle spends E param between 1 and 5 in a typical day.
def r5(e: float) -> bool:
    return 1 <= e <= 5

# A vehicle makes between 20 and 300 F param in a typical day.
def r6(f: float) -> bool:
    return 20 <= f <= 300


        
Input text:
Textual context: It is uncommon for a vehicle to travel less than 20 km or more than 110 km in a typical day.
In a typical day, a vehicle's speed ranges from 0 to 80 km/h.
In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
It is infrequent for a vehicle to complete fewer than 50 or more than 300 lifter cycles in a day.
In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
";" # A vehicle travels between 20 and 110 km in a typical day.
def r1(distance: float) -> bool:
    return 20 <= distance <= 110

# A vehicle's speed ranges from 0 to 80 km/h in a typical day.
def r2(speed: float) -> bool:
    return 0 <= speed <= 80

# In a usual day, the engine speed of a vehicle is between 550 and 1600 rpm.
def r3(engine_speed: float) -> bool:
    return 550 <= engine_speed <= 1600

# A vehicle uses between 10 and 100 dm³ of fuel in a typical day.
def r4(fuel_usage: float) -> bool:
    return 10 <= fuel_usage <= 100

# A vehicle completes between 50 and 300 lifter cycles in a day.
def r5(lifter_cycles: float) -> bool:
    return 50 <= lifter_cycles <= 300

# In a typical day, a vehicle refuels for 0.08 to 0.2 hours.
def r6(refuel_time: float) -> bool:
    return 0.08 <= refuel_time <= 0.2"
