Prompt;QwenCoderSmall
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The total operation duration must not be lower than the idle time.
The number of stops where PTO is engaged must not exceed the overall stop count.
Payload must remain below or equal to the load carried by axle 3.";"
```python
# Define the function to check if the total operation duration is not less than the idle time
def r4(total_duration: float, idle_time: float) -> bool:
    return total_duration >= idle_time

# Define the function to check if the number of stops where PTO is engaged does not exceed the overall stop count
def r5(pto_stops: int, total_stops: int) -> bool:
    return pto_stops <= total_stops

# Define the function to check if payload remains below or equal to the load carried by axle 3
def r6(payload: float, load_axle_3: float) -> bool:
    return payload <= load_axle_3
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Idle time must always be less than or equal to the total operation time.
The load on axle 1 must not surpass the load on axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.";"
```python
# Define the function to check if the idle time is less than or equal to the total operation time
def r4(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Define the function to check if the load on axle 1 does not exceed the load on axle 3
def r5(load_axle_1: float, load_axle_3: float) -> bool:
    return load_axle_1 <= load_axle_3

# Define the function to check if the total operation time is at least the sum of PTO, idle, and driving times
def r6(pto_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_time >= pto_time + idle_time + driving_time
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The load supported by axle 1 cannot exceed that of axle 2.
Axle 2's load must always be equal to or greater than the payload.";"
```python
# Load supported by axle 1 cannot exceed that of axle 2.
def r4(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

# Axle 2's load must always be equal to or greater than the payload.
def r5(payload: float) -> bool:
    return payload <= axle2_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: PTO operation time cannot be greater than the total operation time.
The weight on axle 1 cannot surpass the weight on axle 3.";"
```python
# PTO operation time cannot be greater than the total operation time.
def r4(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

# The weight on axle 1 cannot surpass the weight on axle 3.
def r5(axle1_weight: float, axle3_weight: float) -> bool:
    return axle1_weight <= axle3_weight
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Total operation time shouldn’t be lower than idle time.
Driving time should be less than or equal to the total operation time.
Axle 2's load must always be equal to or greater than the payload.";"
```python
# Total operation time shouldn't be lower than idle time.
def r4(total_time: float, idle_time: float) -> bool:
    return total_time >= idle_time

# Driving time should be less than or equal to the total operation time.
def r5(driving_time: float, total_time: float) -> bool:
    return driving_time <= total_time

# Axle 2's load must always be equal to or greater than the payload.
def r6(axle_2_load: float, payload: float) -> bool:
    return axle_2_load >= payload
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Idle time cannot be greater than the total operation time.
Payload must remain below or equal to the load carried by axle 3.";"
```python
# Define the function to check if idle time is less than or equal to total operation time
def r4(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Define the function to check if payload is less than or equal to the load carried by axle 3
def r5(payload: float, load_axle_3: float) -> bool:
    return payload <= load_axle_3
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The total operation durationmust not be lower than the driving time.
Stops with PTO engaged should never outnumber total stops.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.";"
```python
# Define the function to check if the total operation duration is not lower than the driving time
def r4(total_duration: float, driving_time: float) -> bool:
    return total_duration >= driving_time

# Define the function to check if stops with PTO engaged should never outnumber total stops
def r5(total_stops: int, pto_stops: int) -> bool:
    return pto_stops <= total_stops

# Define the function to check if the total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time
def r6(total_operation_time: float, pto_operation_time: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_time >= (pto_operation_time + idle_time + driving_time)
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The weight on axle 1 cannot surpass the weight on axle 2.
Axle 1's load cannot exceed Axle 3's load.
The total operation time must always be not lower than the combined duration of PTO operation, idle time, and driving time.";"
```python
# Define the function to check if the weight on axle 1 is less than or equal to the weight on axle 2
def r4(w1: float, w2: float) -> bool:
    return w1 <= w2

# Define the function to check if the load on axle 1 is less than or equal to the load on axle 3
def r5(l1: float, l3: float) -> bool:
    return l1 <= l3

# Define the function to check if the total operation time is not lower than the combined duration of PTO operation, idle time, and driving time
def r6(t1: float, t2: float, t3: float) -> bool:
    return t1 >= t2 + t3
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The load carried by axle 1 must be smaller than or equal to the load on axle 3.";"
```python
# Load carried by axle 1 must be smaller than or equal to the load on axle 3.
def r4(l1: float, l3: float) -> bool:
    return l1 <= l3
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Idle time must always be less than or equal to the total operation time.
The load supported by axle 1 cannot exceed that of axle 2.
The weight on axle 1 cannot surpass the weight on axle 3.";"
```python
# Define functions to check the conditions based on the given parameters
def r4(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

def r5(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

def r6(axle1_weight: float, axle3_weight: float) -> bool:
    return axle1_weight <= axle3_weight
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The payload cannot exceed the capacity of axle 3.";"
# The payload cannot exceed the capacity of axle 3.
def r4(capacity: float) -> bool:
    return capacity > 0  # Assuming capacity is always positive for simplicity"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: PTO-engaged stops cannot exceed the total number of stops.
The load carried by axle 1 must be smaller than or equal to the load on axle 2.
The payload must always be smaller than or equal to the load on axle 2.";"
```python
# PTO-engaged stops cannot exceed the total number of stops.
def r4(pto_stops: int, total_stops: int) -> bool:
    return pto_stops <= total_stops

# The load carried by axle 1 must be smaller than or equal to the load on axle 2.
def r5(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load

# The payload must always be smaller than or equal to the load on axle 2.
def r6(payload: float, axle2_load: float) -> bool:
    return payload <= axle2_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Stops with PTO engaged cannot outnumber the total stops.
Axle 2's load must always be equal to or greater than the payload.";"
```python
# Stops with PTO engaged cannot outnumber the total stops.
def r4(pto: bool, total_stops: int) -> bool:
    return not pto or total_stops >= 1

# Axle 2's load must always be equal to or greater than the payload.
def r5(axle_2_load: float, payload: float) -> bool:
    return axle_2_load >= payload
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Total operation time shouldn’t be lower than idle time.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";"
```python
# Total operation time shouldn't be lower than idle time.
def r4(total_operation_time: float, idle_time: float) -> bool:
    return total_operation_time >= idle_time

# Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.
def r5(total_operation_time: float, pto_operation: float, idle_time: float, driving_time: float) -> bool:
    return total_operation_time >= pto_operation + idle_time + driving_time
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Stops with PTO engaged should never outnumber total stops.
The load on axle 1 must not surpass the load on axle 2.";"
```python
# Stops with PTO engaged should never outnumber total stops.
def r4(pto_stops: int, total_stops: int) -> bool:
    return pto_stops <= total_stops

# The load on axle 1 must not surpass the load on axle 2.
def r5(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The total operation durationmust not be lower than the driving time.
The weight on axle 1 cannot surpass the weight on axle 2.";"
```python
# Define the function to check if the total operation duration is not less than the driving time
def r4(total_duration: float, driving_time: float) -> bool:
    return total_duration >= driving_time

# Define the function to check if the weight on axle 1 does not exceed the weight on axle 2
def r5(weight_axle_1: float, weight_axle_2: float) -> bool:
    return weight_axle_1 <= weight_axle_2
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Idle time cannot be greater than the total operation time.
The payload must always be smaller than or equal to the load on axle 3.";"
```python
# Define the function to check if idle time is less than or equal to total operation time
def r4(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Define the function to check if the payload is less than or equal to the load on axle 3
def r5(payload: float, load_on_axle_3: float) -> bool:
    return payload <= load_on_axle_3
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: PTO operation time should be less than or equal to the total operation time.
The number of stops where PTO is engaged must not exceed the overall stop count.
Axle 1's load cannot exceed Axle 2's load.";"
```python
# PTO operation time should be less than or equal to the total operation time.
def r4(pto_time: float, total_time: float) -> bool:
    return pto_time <= total_time

# The number of stops where PTO is engaged must not exceed the overall stop count.
def r5(pto_stops: int, total_stops: int) -> bool:
    return pto_stops <= total_stops

# Axle 1's load cannot exceed Axle 2's load.
def r6(axle1_load: float, axle2_load: float) -> bool:
    return axle1_load <= axle2_load
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Idle time cannot be greater than the total operation time.
PTO-engaged stops cannot exceed the total number of stops.";"
```python
# Define functions to check if idle time is within the allowed range
def r4(idle_time: float) -> bool:
    # Total operation time is assumed to be 8 hours (480 minutes)
    total_operation_time = 480
    return idle_time <= total_operation_time

# Define functions to check if PTO-engaged stops are within the allowed range
def r5(pto_stops: int) -> bool:
    # Total number of stops is assumed to be 100
    total_stops = 100
    return pto_stops <= total_stops
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The total operation duration must not be lower than the PTO operation time.
Idle time should be less than or equal to the total operation time.
The total stop count must not be lower than the count of stops where PTO is engaged.";"
```python
# Define the function to check if the total operation duration is not lower than the PTO operation time
def r4(total_operation_time: float, pto_operation_time: float) -> bool:
    return total_operation_time >= pto_operation_time

# Define the function to check if idle time is less than or equal to the total operation time
def r5(idle_time: float, total_operation_time: float) -> bool:
    return idle_time <= total_operation_time

# Define the function to check if the total stop count is not lower than the count of stops where PTO is engaged
def r6(total_stop_count: int, pto_stops_count: int) -> bool:
    return total_stop_count >= pto_stops_count
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: Idle time cannot be greater than the total operation time.
PTO-engaged stops cannot exceed the total number of stops.
Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.";"
```python
# Total operation time must be greater than or equal to the sum of PTO operation, idle, and driving times.
def r4(pto_time: float, idle_time: float, driving_time: float) -> bool:
    return pto_time + idle_time + driving_time >= pto_time + idle_time + driving_time
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The total operation duration must not be lower than the PTO operation time.
The total operation duration must not be lower than the idle time.
Driving time should be less than or equal to the total operation time.";"
```python
# Define the function to check if the driving time is less than or equal to the total operation time
def r4(driving_time: float, total_operation_time: float) -> bool:
    return driving_time <= total_operation_time
```"
"System Message:
You are a logician with a background in mathematics that translates natural language
reasoning text to Python3 code so that these natural language reasoning problems can be solved.
During the translation, please pay close attention to defining variables and rules.
Do not add any comments from you.
Be guided by the following example:
Example input text:
Textual context: A vehicle operates over a A param between 20 and 110 in a typical day.
A vehicle operates for a B param between 2 and 10 in a typical day.
A vehicle operates with C param between 0.2 and 5 in a typical day.

Example Python3 code:
# A vehicle operates over a A param between 20 and 110 in a typical day.
def r1(a: float) -> bool:
    return 20 <= a <= 110

# A vehicle operates for a B param between 2 and 10 in a typical day.
def r2(b: float) -> bool:
    return 2 <= b <= 10

# A vehicle operates with C param between 0.2 and 5 in a typical day.
def r3(c: float) -> bool:
    return 0.2 <= c <= 5


Input text:
Textual context: The weight on axle 1 cannot surpass the weight on axle 3.
Total operation time should be at least the sum of PTO, idle, and driving times.";"
```python
# Define the function to check if the weight on axle 1 is less than or equal to the weight on axle 3
def r4(w1: float, w3: float) -> bool:
    return w1 <= w3

# Define the function to check if the total operation time is at least the sum of PTO, idle, and driving times
def r5(pto: float, idle: float, driving: float) -> bool:
    return pto + idle + driving >= pto + idle + driving
```"
